GoogleCountry,Ecosystem,GoogleCity,Region,flag
Estonia,Estonia TBR,Lubja Estonia,Europe,-2
Estonia,Estonia TBR,Maard Estonia,Europe,-2
Estonia,Estonia TBR,Mustame Estonia,Europe,-2
Estonia,Estonia TBR,Narva Estonia,Europe,-2
Estonia,Estonia TBR,Otep Estonia,Europe,-2
Estonia,Estonia TBR,Paide Estonia,Europe,-2
Estonia,Estonia TBR,Painkla Estonia,Europe,-2
Estonia,Estonia TBR,Palivere Estonia,Europe,-2
Estonia,Estonia TBR,Peetri Estonia,Europe,-2
Estonia,Estonia TBR,Phja-Tallinn Estonia,Europe,-2
Estonia,Estonia TBR,Pirita Estonia,Europe,-2
Estonia,Estonia TBR,Prn Estonia,Europe,-2
Estonia,Estonia TBR,Rakvere Estonia,Europe,-2
Estonia,Estonia TBR,Saue Estonia,Europe,-2
Estonia,Estonia TBR,Sillame Estonia,Europe,-2
Estonia,Estonia TBR,Tallinn Estonia,Europe,1
Estonia,Estonia TBR,Tammeme Estonia,Europe,-2
Estonia,Estonia TBR,Tart Estonia,Europe,-2
Estonia,Estonia TBR,Tila Estonia,Europe,-2
Estonia,Estonia TBR,Trisal Estonia,Europe,-2
Estonia,Estonia TBR,Undva Estonia,Europe,-2
Estonia,Estonia TBR,Viimsi Estonia,Europe,-2
Estonia,Estonia TBR,Viljandi Estonia,Europe,1
Estonia,Estonia TBR,Võr Estonia,Europe,-2
Ethiopia,Addis Ababa,Addis Ababa,Africa,1
Ethiopia,Addis Ababa,Bishoft,Africa,-2
Ethiopia,Addis Ababa,Adama,Africa,1
Finland,Helsinki,Helsinki,Europe,0
Finland,Helsinki,Espoo,Europe,0
Finland,Helsinki,Kauniainen,Europe,0
Finland,Helsinki,Hämeenlinna,Europe,0
Finland,Helsinki,Vantaa,Europe,0
Finland,Helsinki,Kirkkonummi,Europe,0
Finland,Helsinki,Lahti,Europe,0
Finland,Oulu,Kempele,Europe,-2
Finland,Oulu,Raahe,Europe,-2
Finland,Oulu,Oul,Europe,-2
Finland,Oulu,Haukipudas,Europe,-2
Finland,Oulu,Tyrnv,Europe,-2
Finland,Oulu,Muhos,Europe,-2
Finland,Oulu,Turunen,Europe,-2
Finland,Oulu,Oulunsalo,Europe,-2
Finland,Oulu,Kerälä,Europe,-2
Finland,Oulu,Vihanti,Europe,-2
Finland,Oulu,Jli,Europe,-2
Finland,Oulu,Ylikiiminki,Europe,-2
Finland,Oulu,Ii,Europe,1
Finland,Oulu,Kemi,Europe,-2
Finland,Oulu,Tupos,Europe,-2
Finland,Oulu,Oulainen,Europe,-2
Finland,Oulu,Haapavesi,Europe,-2
France,Paris,Paris,Europe,1
France,Paris,Champs-sur-Marne,Europe,1
France,Paris,Boulogne-Billancourt,Europe,1
France,Paris,Levallois-Perret,Europe,1
France,Paris,Antony,Europe,1
France,Paris,Arcueil,Europe,1
France,Paris,Argenteuil,Europe,-2
France,Paris,Asnières-sur-Seine,Europe,1
France,Paris,Aubervilliers,Europe,1
France,Paris,Avon,Europe,1
France,Paris,Bagneux,Europe,-2
France,Paris,Bois-Colombes,Europe,1
France,Paris,Bourg-la-Reine,Europe,1
France,Paris,Boussy-Saint-Antoine,Europe,1
France,Paris,Buc,Europe,1
France,Paris,Cachan,Europe,1
France,Paris,Carrières-sur-Seine,Europe,1
France,Paris,Cergy,Europe,1
France,Paris,Cesson,Europe,1
France,Paris,Chantilly,Europe,1
France,Paris,Chartres,Europe,1
France,Paris,Chelles,Europe,1
France,Paris,Le Chesnay,Europe,1
France,Paris,Clamart,Europe,1
France,Paris,Clichy,Europe,1
France,Paris,Colombes,Europe,1
France,Paris,Compiègne,Europe,1
France,Paris,Courbevoie,Europe,1
France,Paris,Creil,Europe,1
France,Paris,Créteil,Europe,1
France,Paris,Croissy-sur-Seine,Europe,1
France,Paris,Fontenay-sous-Bois,Europe,1
France,Paris,Issy-les-Moulineaux,Europe,1
France,Paris,Ivry-sur-Seine,Europe,1
France,Paris,Jouy-en-Josas,Europe,1
France,Paris,Le Kremlin-Bicêtre,Europe,-2
France,Paris,Le Bourget,Europe,1
France,Paris,Le Perreux-sur-Marne,Europe,1
France,Paris,Mantes-la-Jolie,Europe,1
France,Paris,Marne-la-Vallée,Europe,1
France,Paris,Massy,Europe,1
France,Paris,Meaux,Europe,1
France,Paris,Melun,Europe,1
France,Paris,Meudon,Europe,1
France,Paris,Mitry-Mory,Europe,1
France,Paris,Montreuil,Europe,1
France,Paris,Montrouge,Europe,1
France,Paris,Nanterre,Europe,1
France,Paris,Neuilly-sur-Seine,Europe,1
France,Paris,Noisy-le-Grand,Europe,1
France,Paris,Orly,Europe,1
France,Paris,Orsay,Europe,1
France,Paris,Pantin,Europe,-2
France,Paris,Poissy,Europe,1
France,Paris,Pontault-Combault,Europe,1
France,Paris,Pontoise,Europe,1
France,Paris,Le Pré-Saint-Gervais,Europe,1
France,Paris,Puteaux,Europe,1
France,Paris,Rambouillet,Europe,1
France,Paris,Saclay,Europe,1
France,Paris,Saint-Cloud,Europe,1
France,Paris,Saint-Denis,Europe,1
France,Paris,Saint-Germain-en-Laye,Europe,1
France,Paris,Saint-Mandé,Europe,1
France,Paris,Saint-Nom-la-Bretèche,Europe,1
France,Paris,Sartrouville,Europe,1
France,Paris,Suresnes,Europe,1
France,Paris,Till,Europe,1
France,Paris,Torcy,Europe,1
France,Paris,Us,Europe,-1
France,Paris,Vanves,Europe,-2
France,Paris,Vernouillet,Europe,1
France,Paris,Versailles,Europe,1
France,Paris,Villejuif,Europe,1
France,Paris,Villeneuve-la-Garenne,Europe,1
France,Toulouse,Saint-Élix-le-Châtea,Europe,-2
France,Bordeaux,Martillac,Europe,-2
France,Lyon,La Tronche,Europe,-2
France,Lyon,Mornand-en-Forez,Europe,-2
France,Lyon,Granges,Europe,-2
France,Toulouse,Valence d'Agen,Europe,-2
France,Nice,Saint-Tropez,Europe,-2
France,Strasbourg,Bollwiller,Europe,-2
France,Lyon,Chasse-sur-Rhne,Europe,-2
France,Toulouse,Labège,Europe,-2
France,Bordeaux,Sauveterre-de-Guyenne,Europe,-2
France,Bordeaux,Ars,Europe,-2
France,Lyon,Condeissiat,Europe,-2
France,Marseille,Gémenos,Europe,-2
France,Strasbourg,Lampertheim,Europe,-2
France,Toulouse,Grenade,Europe,-2
France,Bordeaux,Castres-Gironde,Europe,-2
France,Lyon,Saint-Romain-la-Motte,Europe,-2
France,Lyon,Champagne-au-Mont-d'Or,Europe,-2
France,Lyon,Grenoble,Europe,1
France,Lyon,Saint-Égrève,Europe,-2
France,Lyon,Feurs,Europe,1
France,Lille,Erquinghem-Lys,Europe,-2
France,Marseille,Avignon,Europe,1
France,Lyon,Monistrol-sur-Loire,Europe,-2
France,Lille,Saint-Andr-lez-Lille,Europe,-2
France,Lyon,Mogneneins,Europe,-2
France,Toulouse,Ramonville-Saint-Agne,Europe,-2
France,Marseille,Salon-de-Provence,Europe,1
France,Lyon,Saint-Rambert-d'Albon,Europe,-2
France,Marseille,Peyrolles-en-Provence,Europe,-2
France,Nice,La Garde-Freinet,Europe,-2
France,Lyon,La Balme-de-Sillingy,Europe,-2
France,Marseille,Sanary-sur-Mer,Europe,1
France,Toulouse,Bouloc,Europe,-2
France,Lyon,Biziat,Europe,-2
France,Lille,Noyelles-sur-Selle,Europe,-2
France,Toulouse,Gaillac-Toulza,Europe,-2
France,Nice,Juan-les-Pins,Europe,1
France,Lille,Loos,Europe,-2
France,Strasbourg,Illkirch,Europe,-2
France,Lille,Raismes,Europe,-2
France,Bordeaux,Tabanac,Europe,-2
France,Strasbourg,Reichstett,Europe,-2
France,Lyon,Le Bourget-du-Lac,Europe,1
France,Lille,Marcq-en-Barœul,Europe,-2
France,Lille,Villeneuve-d'Ascq,Europe,1
France,Lille,Anzin,Europe,-2
France,Lyon,Chirens,Europe,-2
France,Marseille,Aix-en-Provence,Europe,1
France,Toulouse,Castelnau-d'Estrétefonds,Europe,-2
France,Lyon,Thizy-les-Bourgs,Europe,-2
France,Bordeaux,Le Fleix,Europe,-2
France,Lyon,Villeurbanne,Europe,1
France,Lille,Hellemmes,Europe,-2
France,Lille,Nampont,Europe,-2
France,Lille,Bondues,Europe,-2
France,Nice,La Motte,Europe,-2
France,Lille,Wervicq-Sud,Europe,-2
France,Marseille,Apt,Europe,1
France,Nice,St-Laurent-du-Var,Europe,-2
France,Nice,Mandelieu-La Napoule,Europe,-2
France,Lyon,Le Page-de-Roussillon,Europe,-2
France,Lyon,Saint-Germain-au-Mont-d'Or,Europe,-2
France,Strasbourg,Hesse,Europe,1
France,Nice,Beausoleil,Europe,-2
France,Strasbourg,Mertzwiller,Europe,-2
France,Strasbourg,Kientzheim,Europe,-2
France,Bordeaux,Cenon,Europe,-2
France,Lyon,Saint-Clair,Europe,1
France,Strasbourg,Bœrsch,Europe,-2
France,Lyon,Saint-Hand,Europe,-2
France,Marseille,Arles,Europe,-2
France,Lyon,Rive-de-Gier,Europe,1
France,Strasbourg,Suisse,Europe,1
France,Strasbourg,Barembach,Europe,-2
France,Bordeaux,Cognac,Europe,1
France,Lille,Lezennes,Europe,-2
France,Strasbourg,Soultz-Haut-Rhin,Europe,-2
France,Lyon,Sainte-Foy-ls-Lyon,Europe,-2
France,Lyon,Sillingy,Europe,-2
France,Toulouse,Lavalette,Europe,-2
France,Nice,Chteauneuf,Europe,-2
France,Lyon,Toussie,Europe,-2
France,Lyon,Sainte-Foy-lès-Lyon,Europe,-2
France,Lille,Amiens,Europe,1
France,Bordeaux,Saint-Palais-sur-Mer,Europe,-2
France,Strasbourg,Benfeld,Europe,-2
France,Bordeaux,Nicole,Europe,-2
France,Toulouse,Escalquens,Europe,-2
France,Marseille,La Seyne-sur-Mer,Europe,1
France,Lyon,Montbonnot-Saint-Martin,Europe,-2
France,Bordeaux,Gensac-la-Pallue,Europe,-2
France,Lille,Hnin-Beaumont,Europe,-2
France,Lille,Hallennes-lez-Haubourdin,Europe,-2
France,Lyon,Arlanc,Europe,-2
France,Lyon,Saint-Genix-sur-Guiers,Europe,-2
France,Lyon,Saint-grve,Europe,-2
France,Marseille,Saint-Martin-de-Brmes,Europe,-2
France,Lille,Rouvroy,Europe,-2
France,Lyon,Saint-Galmier,Europe,-2
France,Lyon,Saint-Jeoire-Prieur,Europe,-2
France,Lyon,St-Chamond,Europe,-2
France,Lyon,Vaulx-en-Velin,Europe,1
France,Marseille,Villars,Europe,1
France,Strasbourg,La Vue des Alpes,Europe,-2
France,Bordeaux,Mérignac,Europe,1
France,Bordeaux,Coimères,Europe,-2
France,Toulouse,Penne,Europe,-2
France,Strasbourg,Katzenthal,Europe,-2
France,Lille,Quercamps,Europe,-2
France,Lyon,Savigneux,Europe,-2
France,Lille,Arques,Europe,-2
France,Toulouse,Villemur-sur-Tarn,Europe,-2
France,Marseille,Villeneuve-lès-Avignon,Europe,-2
France,Marseille,La Garde,Europe,-2
France,Strasbourg,Pfettisheim,Europe,-2
France,Toulouse,Toulouse,Europe,1
France,Toulouse,Agen,Europe,1
France,Toulouse,Drmil-Lafage,Europe,-2
France,Lille,Armentières,Europe,-2
France,Lyon,Portes-ls-Valence,Europe,-2
France,Lyon,Ligny-en-Brionnais,Europe,-2
France,Lyon,Bourgoin-Jallie,Europe,-2
France,Lyon,Marcy-l'Étoile,Europe,-2
France,Lille,Noyelles-ls-Seclin,Europe,-2
France,Lyon,Saint-Bonnet-de-Mure,Europe,-2
France,Bordeaux,Chadenac,Europe,-2
France,Lyon,Bourg-en-Bresse,Europe,1
France,Marseille,Saint-Mitre-les-Remparts,Europe,-2
France,Lyon,Saint-Just-en-Chevalet,Europe,-2
France,Bordeaux,Andernos-les-Bains,Europe,-2
France,Lyon,Champfromier,Europe,-2
France,Marseille,Sainte-Tulle,Europe,-2
France,Lyon,Meylan,Europe,1
France,Lyon,Solaize,Europe,-2
France,Toulouse,Cambon,Europe,-2
France,Lyon,Noyarey,Europe,-2
France,Nice,Digne,Europe,1
France,Marseille,Villeneuve,Europe,1
France,Marseille,Peynier,Europe,-2
France,Bordeaux,Arengosse,Europe,-2
France,Toulouse,Castelsarrasin,Europe,-2
France,Toulouse,Samatan,Europe,-2
France,Lyon,Irigny,Europe,-2
France,Marseille,Istres,Europe,-2
France,Strasbourg,Ensisheim,Europe,-2
France,Marseille,Saintes-Maries-de-la-Mer,Europe,-2
France,Lille,Templeuve,Europe,-2
France,Toulouse,Saint-Paul-Cap-de-Joux,Europe,-2
France,Lyon,Les Chres,Europe,-2
France,Strasbourg,Buhl-Lorraine,Europe,-2
France,Lyon,Nantey,Europe,-2
France,Marseille,Cuers,Europe,-2
France,Strasbourg,Fegersheim,Europe,-2
France,Lille,Saint-Laurent-Blangy,Europe,-2
France,Lyon,Saint-Jean-de-Moirans,Europe,-2
France,Marseille,Mormoiron,Europe,-2
France,Lyon,Saint-Vulbas,Europe,-2
France,Bordeaux,Cambes,Europe,-2
France,Nice,Le Bar-sur-Loup,Europe,-2
France,Marseille,Saint-Rmy-de-Provence,Europe,-2
France,Lyon,Saint-Martin-d'Hères,Europe,1
France,Toulouse,Saint-Orens-de-Gameville,Europe,-2
France,Strasbourg,Saint-Di-des-Vosges,Europe,-2
France,Nice,Valbonne,Europe,1
France,Lille,Steenbecque,Europe,-2
France,Lyon,La Motte-Servolex,Europe,-2
France,Lyon,Saint-Priest,Europe,-2
France,Bordeaux,Montagrier,Europe,-2
France,Toulouse,Albine,Europe,-2
France,Marseille,Beaumont-de-Pertuis,Europe,-2
France,Toulouse,Castres,Europe,1
France,Bordeaux,Bordeaux,Europe,1
France,Lyon,Feillens,Europe,-2
France,Lyon,Pratz,Europe,-2
France,Lyon,Rontalon,Europe,-2
France,Marseille,Camps-la-Source,Europe,-2
France,Lille,Blendecques,Europe,-2
France,Lyon,Barraux,Europe,1
France,Bordeaux,Saint-milion,Europe,-2
France,Lille,Lys-lez-Lannoy,Europe,-2
France,Bordeaux,Canjan,Europe,-2
France,Marseille,Saint-Maximin-la-Sainte-Baume,Europe,1
France,Nice,Montauroux,Europe,-2
France,Lyon,Reyssouze,Europe,-2
France,Marseille,Marseille,Europe,1
France,Toulouse,Rebigue,Europe,-2
France,Nice,Villeneuve-Loubet,Europe,1
France,Toulouse,Martres-Tolosane,Europe,-2
France,Toulouse,Beauregard,Europe,-2
France,Lyon,Ambert,Europe,-2
France,Lille,Cappelle-en-Pvle,Europe,-2
France,Strasbourg,Étival-Clairefontaine,Europe,-2
France,Toulouse,Mrenvielle,Europe,-2
France,Bordeaux,Arcachon,Europe,-2
France,Lyon,Vorey,Europe,-2
France,Bordeaux,Bruges,Europe,1
France,Lille,Prenchies,Europe,-2
France,Lyon,Chaintr,Europe,-2
France,Lille,Bruay-sur-l'Escaut,Europe,-2
France,Toulouse,Lagrave,Europe,-2
France,Marseille,Monteux,Europe,-2
France,Lyon,Saint-Pray,Europe,-2
France,Lyon,St-Genis-Laval,Europe,-2
France,Marseille,Cassis,Europe,-2
France,Lyon,Seyssins,Europe,-2
France,Lyon,Caluire-et-Cuire,Europe,-2
France,Lyon,Fareins,Europe,-2
France,Bordeaux,Uzeste,Europe,-2
France,Lyon,Palladuc,Europe,-2
France,Toulouse,Balma,Europe,-2
France,Lille,Oignies,Europe,1
France,Lyon,Les Chères,Europe,-2
France,Lyon,Cluny,Europe,-2
France,Lille,Dunkirk,Europe,-2
France,Toulouse,Saint-Lary-Boujean,Europe,-2
France,Toulouse,Colomiers,Europe,1
France,Lyon,Saint-Romain-au-Mont-d'Or,Europe,-2
France,Strasbourg,Saverne,Europe,-2
France,Lille,La Gorgue,Europe,-2
France,Lyon,Civrieux,Europe,-2
France,Lyon,Messimy,Europe,-2
France,Toulouse,Pamiers,Europe,-2
France,Lille,Marquette-lez-Lille,Europe,-2
France,Bordeaux,Gradignan,Europe,-2
France,Lille,Saint-Amand-les-Eaux,Europe,-2
France,Nice,Gourdon,Europe,-2
France,Lyon,Savigny-sur-Seille,Europe,-2
France,Nice,Antibes,Europe,1
France,Bordeaux,Lognan,Europe,-2
France,Nice,Gassin,Europe,-2
France,Toulouse,Mondonville,Europe,-2
France,Lyon,La Roche-Vineuse,Europe,-2
France,Strasbourg,Erstein,Europe,-2
France,Lille,Socx,Europe,-2
France,Lyon,Rumilly,Europe,-2
France,Lyon,Voreppe,Europe,-2
France,Toulouse,Mazres,Europe,-2
France,Lille,Mouvaux,Europe,-2
France,Lyon,Estrablin,Europe,-2
France,Lille,Origny-Sainte-Benoite,Europe,-2
France,Lyon,Bron,Europe,-2
France,Toulouse,Le Verdier,Europe,-2
France,Lille,Maninghem,Europe,-2
France,Bordeaux,Pyla sur Mer,Europe,-2
France,Lyon,Auberives-en-Royans,Europe,-2
France,Marseille,Charleval,Europe,-2
France,Lille,Givenchy-en-Gohelle,Europe,-2
France,Toulouse,L'Union,Europe,-2
France,Lille,Roubaix,Europe,1
France,Bordeaux,Le Barp,Europe,-2
France,Nice,Mouans-Sartoux,Europe,1
France,Marseille,Malijai,Europe,-2
France,Toulouse,Poucharramet,Europe,-2
France,Lyon,Saint-Genis-l'Argentire,Europe,-2
France,Toulouse,Fenouillet,Europe,-2
France,Lille,Lambres-lez-Douai,Europe,-2
France,Lille,Linghem,Europe,-2
France,Bordeaux,Barbezieux-Saint-Hilaire,Europe,-2
France,Strasbourg,Nordheim,Europe,-2
France,Nice,Carros,Europe,-2
France,Marseille,Éguilles,Europe,-2
France,Marseille,Saint-Saturnin-ls-Avignon,Europe,-2
France,Lyon,Pont-vque,Europe,-2
France,Lyon,Villars-les-Dombes,Europe,-2
France,Lyon,Ambrieu-en-Bugey,Europe,-2
France,Lyon,Lyon,Europe,1
France,Marseille,La Bastidonne,Europe,-2
France,Bordeaux,Saucats,Europe,-2
France,Toulouse,Fleurance,Europe,-2
France,Lyon,Vénissieux,Europe,-2
France,Lyon,Matour,Europe,-2
France,Nice,La Colle-sur-Loup,Europe,-2
France,Lyon,Roanne,Europe,-2
France,Lyon,Écully,Europe,-2
France,Bordeaux,Vaux-sur-Mer,Europe,-2
France,Toulouse,Miolles,Europe,-2
France,Lille,Linselles,Europe,-2
France,Lille,Phalempin,Europe,-2
France,Bordeaux,Naujan-et-Postiac,Europe,-2
France,Strasbourg,Sarralbe,Europe,-2
France,Lille,Hem,Europe,-2
France,Nice,Le Rouret,Europe,-2
France,Lyon,Veauche,Europe,-2
France,Lyon,Tassin-la-Demi-Lune,Europe,-2
France,Strasbourg,Sarrebourg,Europe,-2
France,Lyon,Saint-Paul-en-Jarez,Europe,-2
France,Bordeaux,Poullignac,Europe,-2
France,Toulouse,Fontenilles,Europe,-2
France,Lille,Lumbres,Europe,1
France,Nice,Saint-Jeannet,Europe,-2
France,Strasbourg,Illkirch-Graffenstaden,Europe,-2
France,Toulouse,Auterive,Europe,-2
France,Bordeaux,Pessac,Europe,1
France,Marseille,Aigues-Mortes,Europe,-2
France,Bordeaux,Bourg,Europe,1
France,Marseille,Cheval-Blanc,Europe,-2
France,Toulouse,Montréal,Europe,-1
France,Bordeaux,Gardonne,Europe,-2
France,Marseille,La Barben,Europe,-2
France,Lyon,La Talaudière,Europe,-2
France,Marseille,La Valette-du-Var,Europe,-2
France,Lyon,Aix-les-Bains,Europe,-2
France,Lyon,Villechenve,Europe,-2
France,Lille,Wambrechies,Europe,1
France,Strasbourg,Lipsheim,Europe,-2
France,Lyon,Arbent,Europe,-2
France,Strasbourg,Eckbolsheim,Europe,-2
France,Toulouse,Albas,Europe,-2
France,Lille,Tourcoing,Europe,1
France,Lille,Isques,Europe,-2
France,Strasbourg,Riedisheim,Europe,-2
France,Lille,Marchiennes,Europe,-2
France,Lille,Harnes,Europe,-2
France,Lille,Seclin,Europe,1
France,Lille,Billy-Bercla,Europe,-2
France,Lille,Flines-lez-Raches,Europe,-2
France,Bordeaux,Tocane-Saint-Apre,Europe,-2
France,Nice,Saint-Jean-Cap-Ferrat,Europe,-2
France,Bordeaux,Saintes,Europe,1
France,Bordeaux,Cadaujac,Europe,-2
France,Lyon,Pierre-Bénite,Europe,-2
France,Marseille,Seillons-Source-d'Argens,Europe,-2
France,Lyon,Saint-Didier-au-Mont-d'Or,Europe,-2
France,Lille,Sailly-Saillisel,Europe,-2
France,Lille,Sainghin-en-Mélantois,Europe,-2
France,Lyon,Francin,Europe,-2
France,Toulouse,Layrac,Europe,-2
France,Lille,Neuville-en-Ferrain,Europe,-2
France,Lyon,La Verpillire,Europe,-2
France,Lyon,Saint-Jean-Bonnefonds,Europe,-2
France,Strasbourg,Wittenheim,Europe,-2
France,Toulouse,Pompertuzat,Europe,-2
France,Lyon,Chteauneuf-sur-Isre,Europe,-2
France,Lille,Libercourt,Europe,-2
France,Toulouse,Montazels,Europe,-2
France,Lille,Pronne,Europe,-2
France,Lyon,Lozanne,Europe,-2
France,Marseille,Rousset,Europe,1
France,Lyon,Chalain-d'Uzore,Europe,-2
France,Strasbourg,Hambach,Europe,-2
France,Lille,Caudry,Europe,-2
France,Marseille,Sollis-Pont,Europe,-2
France,Bordeaux,Sainte-Terre,Europe,-2
France,Strasbourg,Riquewihr,Europe,-2
France,Lyon,Corbas,Europe,-2
France,Lyon,L'Horme,Europe,-2
France,Bordeaux,Lormont,Europe,-2
France,Lille,Prouvy,Europe,-2
France,Lyon,Crolles,Europe,1
France,Lille,Francilly-Selency,Europe,-2
France,Marseille,La Bouilladisse,Europe,-2
France,Marseille,Saint-Martin-les-Eaux,Europe,-2
France,Toulouse,Tournefeuille,Europe,-2
France,Lyon,Francheleins,Europe,-2
France,Marseille,Gardanne,Europe,1
France,Marseille,Toulon,Europe,1
France,Lyon,Gières,Europe,-2
France,Lyon,Porte-de-Savoie,Europe,-2
France,Strasbourg,Gries,Europe,-2
France,Lyon,Saint-Bonnet-de-Vieille-Vigne,Europe,-2
France,Nice,Cagnes-sur-Mer,Europe,1
France,Nice,Le Broc,Europe,-2
France,Marseille,Manosque,Europe,-2
France,Lyon,Rillieux-la-Pape,Europe,-2
France,Marseille,Septmes-les-Vallons,Europe,-2
France,Marseille,Saint-Paul-lez-Durance,Europe,-2
France,Marseille,Sorgues,Europe,-2
France,Nice,Pgomas,Europe,-2
France,Lyon,Anse,Europe,-2
France,Lyon,Romans-sur-Isère,Europe,1
France,Nice,Vallauris,Europe,1
France,Lille,Loos-en-Gohelle,Europe,-2
France,Strasbourg,Guebwiller,Europe,1
France,Lyon,L'Arbresle,Europe,-2
France,Lyon,Saint-Jean-Roure,Europe,-2
France,Strasbourg,Mundolsheim,Europe,-2
France,Marseille,La Farlède,Europe,-2
France,Strasbourg,Wittelsheim,Europe,-2
France,Toulouse,Saint-Antoine,Europe,1
France,Toulouse,Cahors,Europe,1
France,Lyon,Bernin,Europe,-2
France,Lyon,Saint-Just-Malmont,Europe,-2
France,Lyon,Seyssinet-Pariset,Europe,-2
France,Bordeaux,Martignas-sur-Jalle,Europe,-2
France,Strasbourg,Hanviller,Europe,-2
France,Strasbourg,Wattwiller,Europe,-2
France,Lyon,La Tour-de-Salvagny,Europe,-2
France,Lille,Douvrin,Europe,-2
France,Bordeaux,Bernier,Europe,-2
France,Lyon,Charbonnières-les-Bains,Europe,-2
France,Marseille,Le Luc,Europe,-2
France,Lyon,Tain-l'Hermitage,Europe,1
France,Nice,Villefranche-sur-Mer,Europe,1
France,Lyon,Poisy,Europe,-2
France,Lyon,Bas-en-Basset,Europe,-2
France,Marseille,Six-Fours-les-Plages,Europe,-2
France,Lyon,Saint-Bonnet-le-Froid,Europe,-2
France,Strasbourg,Rouffach,Europe,-2
France,Marseille,Chteaurenard,Europe,-2
France,Lyon,Trvoux,Europe,-2
France,Lyon,Valence,Europe,1
France,Strasbourg,Scharrachbergheim-Irmstett,Europe,-2
France,Bordeaux,Lacana,Europe,-2
France,Lille,Feuchy,Europe,-2
France,Toulouse,Villeneuve-ls-Bouloc,Europe,-2
France,Lille,Beaumont-en-Cambrésis,Europe,-2
France,Lyon,La Ravoire,Europe,-2
France,Lille,Houplin-Ancoisne,Europe,-2
France,Lyon,Saint-Michel-sur-Rhne,Europe,-2
France,Lyon,Chambéry,Europe,1
France,Bordeaux,Saint-Martin-de-Ribrac,Europe,-2
France,Lyon,Fontanil-Cornillon,Europe,-2
France,Toulouse,Gramont,Europe,-2
France,Lyon,Vaugneray,Europe,-2
France,Lille,Valenciennes,Europe,1
France,Strasbourg,Lixhausen,Europe,-2
France,Marseille,Ollioules,Europe,-2
France,Lyon,Saint-tienne-du-Bois,Europe,-2
France,Strasbourg,Faulquemont,Europe,1
France,Marseille,Forcalquier,Europe,-2
France,Lyon,Condrie,Europe,-2
France,Toulouse,Quint-Fonsegrives,Europe,-2
France,Toulouse,Blagnac,Europe,1
France,Lyon,Alixan,Europe,-2
France,Lyon,Romans-sur-Isre,Europe,-2
France,Lille,Rouvignies,Europe,-2
France,Marseille,Saint-Mandrier-sur-Mer,Europe,-2
France,Marseille,Le Rove,Europe,-2
France,Lyon,Villefranche-sur-Saone,Europe,-2
France,Lille,Comines,Europe,-2
France,Lille,Boves,Europe,-2
France,Toulouse,Nailloux,Europe,-2
France,Nice,Menton,Europe,-2
France,Lyon,Chtillon-en-Michaille,Europe,-2
France,Lille,Saint-Tricat,Europe,-2
France,Lille,Landrethun-le-Nord,Europe,-2
France,Marseille,Les Pennes-Mirabea,Europe,-2
France,Lille,Anzin-Saint-Aubin,Europe,-2
France,Bordeaux,Yvrac,Europe,-2
France,Toulouse,Avignonet-Lauragais,Europe,-2
France,Lyon,Chassie,Europe,-2
France,Marseille,Peyruis,Europe,-2
France,Toulouse,Aucamville,Europe,-2
France,Lyon,Eybens,Europe,-2
France,Bordeaux,Sainte-Florence,Europe,-2
France,Bordeaux,Issigeac,Europe,-2
France,Nice,Cannes,Europe,1
France,Lille,Aire-sur-la-Lys,Europe,-2
France,Marseille,Venelles,Europe,-2
France,Bordeaux,La Role,Europe,-2
France,Toulouse,Auch,Europe,-2
France,Nice,La Penne,Europe,-2
France,Lyon,Cognin-les-Gorges,Europe,-2
France,Marseille,Sollis-Ville,Europe,-2
France,Lyon,Saint-Vincent-de-Mercuze,Europe,-2
France,Lille,Lille,Europe,1
France,Strasbourg,Raon-l'tape,Europe,-2
France,Lyon,Tarare,Europe,-2
France,Bordeaux,Prigonrieux,Europe,-2
France,Marseille,Vitrolles,Europe,1
France,Bordeaux,Saint-Louis-de-Montferrand,Europe,-2
France,Lyon,Andrzieux-Bouthon,Europe,-2
France,Lyon,Dcines-Charpie,Europe,-2
France,Lyon,Fontaine,Europe,-2
France,Lyon,Chapeiry,Europe,-2
France,Strasbourg,Hunspach,Europe,-2
France,Toulouse,Labge,Europe,-2
France,Toulouse,Varilhes,Europe,-2
France,Strasbourg,Diemeringen,Europe,-2
France,Lille,Dury,Europe,-2
France,Nice,Saint Paul de Vence,Europe,-2
France,Nice,Sainte-Agnès,Europe,-2
France,Lyon,Pommiers,Europe,-2
France,Lyon,Lissie,Europe,-2
France,Lyon,Andrézieux-Bouthéon,Europe,-2
France,Nice,Cabris,Europe,-2
France,Strasbourg,Seingbouse,Europe,-2
France,Nice,Saint-Raphaël,Europe,-2
France,Lyon,Grandris,Europe,-2
France,Lille,Condé-sur-l'Escaut,Europe,-2
France,Lyon,Saint-Victor sur Loire,Europe,-2
France,Bordeaux,Artigues-prs-Bordeaux,Europe,-2
France,Lyon,Chavanod,Europe,-2
France,Marseille,Tavel,Europe,-2
France,Bordeaux,Saint-Mdard-d'Eyrans,Europe,-2
France,Lille,Eth,Europe,1
France,Marseille,Miramas,Europe,-2
France,Bordeaux,Talence,Europe,1
France,Marseille,Cornillon-Confoux,Europe,-2
France,Marseille,Montfort-sur-Argens,Europe,-2
France,Bordeaux,Ambès,Europe,-2
